Model	Type	Instance	Competition	Id	Verdict	Answered	Modality	CEX	Trivial	Size
AutonomousCar	PT	05a	ReachabilityFireability	10	TRUE	9.99	EF	VRAI	COMPLEX	69
AutonomousCar	PT	05a	ReachabilityFireability	11	FALSE	9.99	AG	VRAI	COMPLEX	4
AutonomousCar	PT	05a	ReachabilityFireability	12	FALSE	9.99	EF	FAUX	COMPLEX	73
AutonomousCar	PT	05a	ReachabilityFireability	13	TRUE	9.99	EF	VRAI	COMPLEX	35
AutonomousCar	PT	05a	ReachabilityFireability	14	FALSE	9.99	EF	FAUX	COMPLEX	42
AutonomousCar	PT	05a	ReachabilityFireability	15	FALSE	9.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	05b	ReachabilityCardinality	0	TRUE	9.99	AG	FAUX	COMPLEX	2
AutonomousCar	PT	05b	ReachabilityCardinality	1	FALSE	9.99	AG	VRAI	COMPLEX	35
AutonomousCar	PT	05b	ReachabilityCardinality	2	FALSE	9.99	AG	VRAI	COMPLEX	18
AutonomousCar	PT	05b	ReachabilityCardinality	3	FALSE	9.99	EF	FAUX	COMPLEX	33
AutonomousCar	PT	05b	ReachabilityCardinality	4	FALSE	9.99	AG	VRAI	COMPLEX	30
AutonomousCar	PT	05b	ReachabilityCardinality	5	TRUE	9.99	AG	FAUX	COMPLEX	3
AutonomousCar	PT	05b	ReachabilityCardinality	6	FALSE	9.99	AG	VRAI	COMPLEX	4
AutonomousCar	PT	05b	ReachabilityCardinality	7	FALSE	9.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	05b	ReachabilityCardinality	8	TRUE	9.99	EF	VRAI	COMPLEX	69
AutonomousCar	PT	05b	ReachabilityCardinality	9	FALSE	9.99	AG	VRAI	COMPLEX	5
AutonomousCar	PT	05b	ReachabilityCardinality	10	TRUE	9.99	AG	FAUX	COMPLEX	42
AutonomousCar	PT	05b	ReachabilityCardinality	11	TRUE	9.99	AG	FAUX	COMPLEX	62
AutonomousCar	PT	05b	ReachabilityCardinality	12	FALSE	9.99	EF	FAUX	COMPLEX	6
AutonomousCar	PT	05b	ReachabilityCardinality	13	FALSE	9.99	AG	VRAI	COMPLEX	48
AutonomousCar	PT	05b	ReachabilityCardinality	14	FALSE	9.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityCardinality	15	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityFireability	0	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityFireability	1	TRUE	9.99	EF	VRAI	COMPLEX	3
AutonomousCar	PT	05b	ReachabilityFireability	2	TRUE	9.99	EF	VRAI	COMPLEX	60
AutonomousCar	PT	05b	ReachabilityFireability	3	FALSE	9.99	AG	VRAI	COMPLEX	70
AutonomousCar	PT	05b	ReachabilityFireability	4	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityFireability	5	TRUE	9.99	EF	VRAI	COMPLEX	24
AutonomousCar	PT	05b	ReachabilityFireability	6	FALSE	9.99	AG	VRAI	COMPLEX	12
AutonomousCar	PT	05b	ReachabilityFireability	7	FALSE	9.99	AG	VRAI	COMPLEX	58
AutonomousCar	PT	05b	ReachabilityFireability	8	TRUE	9.99	EF	VRAI	COMPLEX	52
AutonomousCar	PT	05b	ReachabilityFireability	9	FALSE	9.99	EF	FAUX	COMPLEX	72
AutonomousCar	PT	05b	ReachabilityFireability	10	TRUE	9.99	EF	VRAI	COMPLEX	86
AutonomousCar	PT	05b	ReachabilityFireability	11	FALSE	9.99	AG	VRAI	COMPLEX	15
AutonomousCar	PT	05b	ReachabilityFireability	12	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityFireability	13	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	05b	ReachabilityFireability	14	FALSE	9.99	EF	FAUX	COMPLEX	54
AutonomousCar	PT	05b	ReachabilityFireability	15	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityCardinality	0	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityCardinality	1	FALSE	9.99	EF	FAUX	COMPLEX	36
AutonomousCar	PT	06a	ReachabilityCardinality	2	TRUE	9.99	AG	FAUX	COMPLEX	33
AutonomousCar	PT	06a	ReachabilityCardinality	3	TRUE	9.99	EF	VRAI	COMPLEX	26
AutonomousCar	PT	06a	ReachabilityCardinality	4	TRUE	9.99	AG	FAUX	COMPLEX	11
AutonomousCar	PT	06a	ReachabilityCardinality	5	TRUE	9.99	EF	VRAI	COMPLEX	24
AutonomousCar	PT	06a	ReachabilityCardinality	6	TRUE	9.99	AG	FAUX	COMPLEX	2
AutonomousCar	PT	06a	ReachabilityCardinality	7	TRUE	9.99	AG	FAUX	COMPLEX	2
AutonomousCar	PT	06a	ReachabilityCardinality	8	TRUE	9.99	AG	FAUX	COMPLEX	55
AutonomousCar	PT	06a	ReachabilityCardinality	9	FALSE	9.99	AG	VRAI	COMPLEX	26
AutonomousCar	PT	06a	ReachabilityCardinality	10	TRUE	9.99	AG	FAUX	COMPLEX	28
AutonomousCar	PT	06a	ReachabilityCardinality	11	FALSE	9.99	EF	FAUX	COMPLEX	68
AutonomousCar	PT	06a	ReachabilityCardinality	12	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityCardinality	13	FALSE	9.99	AG	VRAI	COMPLEX	32
AutonomousCar	PT	06a	ReachabilityCardinality	14	TRUE	9.99	EF	VRAI	COMPLEX	97
AutonomousCar	PT	06a	ReachabilityCardinality	15	FALSE	9.99	AG	VRAI	COMPLEX	40
AutonomousCar	PT	06a	ReachabilityFireability	0	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	06a	ReachabilityFireability	1	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	2	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	3	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	06a	ReachabilityFireability	4	TRUE	9.99	EF	VRAI	COMPLEX	5
AutonomousCar	PT	06a	ReachabilityFireability	5	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	6	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	7	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	8	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	06a	ReachabilityFireability	9	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	10	FALSE	9.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	11	TRUE	9.99	EF	VRAI	COMPLEX	132
AutonomousCar	PT	06a	ReachabilityFireability	12	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	13	FALSE	9.99	EF	FAUX	COMPLEX	49
AutonomousCar	PT	06a	ReachabilityFireability	14	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06a	ReachabilityFireability	15	TRUE	9.99	AG	FAUX	COMPLEX	60
AutonomousCar	PT	06b	ReachabilityCardinality	0	FALSE	8.99	AG	VRAI	COMPLEX	148
AutonomousCar	PT	06b	ReachabilityCardinality	1	FALSE	8.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityCardinality	2	TRUE	8.99	AG	FAUX	COMPLEX	50
AutonomousCar	PT	06b	ReachabilityCardinality	3	TRUE	8.99	AG	FAUX	COMPLEX	43
AutonomousCar	PT	06b	ReachabilityCardinality	4	TRUE	8.99	AG	FAUX	COMPLEX	137
AutonomousCar	PT	06b	ReachabilityCardinality	5	TRUE	8.99	AG	FAUX	COMPLEX	22
AutonomousCar	PT	06b	ReachabilityCardinality	6	FALSE	8.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityCardinality	7	FALSE	8.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityCardinality	8	FALSE	8.99	EF	FAUX	COMPLEX	54
AutonomousCar	PT	06b	ReachabilityCardinality	9	FALSE	8.99	AG	VRAI	COMPLEX	46
AutonomousCar	PT	06b	ReachabilityCardinality	10	TRUE	8.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityCardinality	11	FALSE	8.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityCardinality	12	TRUE	8.99	AG	FAUX	COMPLEX	5
AutonomousCar	PT	06b	ReachabilityCardinality	13	TRUE	8.99	EF	VRAI	COMPLEX	116
AutonomousCar	PT	06b	ReachabilityCardinality	14	FALSE	8.99	AG	VRAI	COMPLEX	67
AutonomousCar	PT	06b	ReachabilityCardinality	15	FALSE	8.99	AG	VRAI	COMPLEX	28
AutonomousCar	PT	06b	ReachabilityFireability	0	TRUE	8.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityFireability	1	TRUE	8.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityFireability	2	FALSE	7.99	AG	VRAI	COMPLEX	10
AutonomousCar	PT	06b	ReachabilityFireability	3	FALSE	7.99	AG	VRAI	COMPLEX	43
AutonomousCar	PT	06b	ReachabilityFireability	4	TRUE	7.99	EF	VRAI	COMPLEX	4
AutonomousCar	PT	06b	ReachabilityFireability	5	TRUE	8.99	EF	VRAI	COMPLEX	67
AutonomousCar	PT	06b	ReachabilityFireability	6	FALSE	8.99	AG	VRAI	COMPLEX	17
AutonomousCar	PT	06b	ReachabilityFireability	7	TRUE	8.99	EF	VRAI	COMPLEX	110
AutonomousCar	PT	06b	ReachabilityFireability	8	FALSE	7.74	AG	VRAI	COMPLEX	51
AutonomousCar	PT	06b	ReachabilityFireability	9	FALSE	7.99	EF	FAUX	COMPLEX	2
AutonomousCar	PT	06b	ReachabilityFireability	10	TRUE	8.99	EF	VRAI	COMPLEX	46
AutonomousCar	PT	06b	ReachabilityFireability	11	TRUE	8.99	EF	VRAI	COMPLEX	99
AutonomousCar	PT	06b	ReachabilityFireability	12	FALSE	7.99	AG	VRAI	COMPLEX	108
AutonomousCar	PT	06b	ReachabilityFireability	13	TRUE	7.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityFireability	14	FALSE	7.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	06b	ReachabilityFireability	15	FALSE	8.99	AG	VRAI	COMPLEX	6
AutonomousCar	PT	07a	ReachabilityCardinality	0	FALSE	8.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	1	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	2	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	3	TRUE	9.99	AG	FAUX	COMPLEX	4
AutonomousCar	PT	07a	ReachabilityCardinality	4	FALSE	9.99	EF	FAUX	COMPLEX	2
AutonomousCar	PT	07a	ReachabilityCardinality	5	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	6	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	7	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	8	TRUE	9.99	AG	FAUX	COMPLEX	50
AutonomousCar	PT	07a	ReachabilityCardinality	9	TRUE	9.99	EF	VRAI	COMPLEX	165
AutonomousCar	PT	07a	ReachabilityCardinality	10	FALSE	9.99	AG	VRAI	COMPLEX	71
AutonomousCar	PT	07a	ReachabilityCardinality	11	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityCardinality	12	FALSE	9.99	AG	VRAI	COMPLEX	107
AutonomousCar	PT	07a	ReachabilityCardinality	13	FALSE	8.99	EF	FAUX	COMPLEX	4
AutonomousCar	PT	07a	ReachabilityCardinality	14	FALSE	9.99	EF	FAUX	COMPLEX	145
AutonomousCar	PT	07a	ReachabilityCardinality	15	TRUE	9.99	AG	FAUX	COMPLEX	5
AutonomousCar	PT	07a	ReachabilityFireability	0	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	07a	ReachabilityFireability	1	FALSE	9.99	EF	FAUX	COMPLEX	45
AutonomousCar	PT	07a	ReachabilityFireability	2	TRUE	9.99	EF	VRAI	COMPLEX	138
AutonomousCar	PT	07a	ReachabilityFireability	3	FALSE	9.99	AG	VRAI	COMPLEX	67
AutonomousCar	PT	07a	ReachabilityFireability	4	TRUE	9.99	EF	VRAI	COMPLEX	37
AutonomousCar	PT	07a	ReachabilityFireability	5	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	07a	ReachabilityFireability	6	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityFireability	7	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07a	ReachabilityFireability	8	TRUE	9.99	EF	VRAI	COMPLEX	43
AutonomousCar	PT	07a	ReachabilityFireability	9	TRUE	9.99	EF	VRAI	COMPLEX	5
AutonomousCar	PT	07a	ReachabilityFireability	10	FALSE	9.99	AG	VRAI	COMPLEX	63
AutonomousCar	PT	07a	ReachabilityFireability	11	FALSE	9.99	EF	FAUX	COMPLEX	127
AutonomousCar	PT	07a	ReachabilityFireability	12	TRUE	9.99	EF	VRAI	COMPLEX	16
AutonomousCar	PT	07a	ReachabilityFireability	13	TRUE	9.99	EF	VRAI	COMPLEX	56
AutonomousCar	PT	07a	ReachabilityFireability	14	FALSE	9.99	AG	VRAI	COMPLEX	5
AutonomousCar	PT	07a	ReachabilityFireability	15	TRUE	9.99	EF	VRAI	COMPLEX	17
AutonomousCar	PT	07b	ReachabilityCardinality	0	TRUE	6.99	EF	VRAI	COMPLEX	40
AutonomousCar	PT	07b	ReachabilityCardinality	1	TRUE	6.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityCardinality	2	TRUE	6.99	EF	VRAI	COMPLEX	5
AutonomousCar	PT	07b	ReachabilityCardinality	3	TRUE	6.99	EF	VRAI	COMPLEX	118
AutonomousCar	PT	07b	ReachabilityCardinality	4	FALSE	6.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	07b	ReachabilityCardinality	5	FALSE	5.99	AG	VRAI	COMPLEX	4
AutonomousCar	PT	07b	ReachabilityCardinality	6	TRUE	6.99	EF	VRAI	COMPLEX	46
AutonomousCar	PT	07b	ReachabilityCardinality	7	FALSE	6.99	AG	VRAI	COMPLEX	121
AutonomousCar	PT	07b	ReachabilityCardinality	8	TRUE	6.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityCardinality	9	FALSE	6.99	AG	VRAI	COMPLEX	23
AutonomousCar	PT	07b	ReachabilityCardinality	10	FALSE	6.99	AG	VRAI	COMPLEX	83
AutonomousCar	PT	07b	ReachabilityCardinality	11	FALSE	6.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityCardinality	12	FALSE	6.99	AG	VRAI	COMPLEX	18
AutonomousCar	PT	07b	ReachabilityCardinality	13	FALSE	6.99	EF	FAUX	COMPLEX	71
AutonomousCar	PT	07b	ReachabilityCardinality	14	FALSE	5.99	AG	VRAI	COMPLEX	28
AutonomousCar	PT	07b	ReachabilityCardinality	15	FALSE	6.99	AG	VRAI	COMPLEX	50
AutonomousCar	PT	07b	ReachabilityFireability	0	TRUE	6.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityFireability	1	FALSE	6.49	AG	VRAI	COMPLEX	44
AutonomousCar	PT	07b	ReachabilityFireability	2	FALSE	6.99	AG	VRAI	COMPLEX	4
AutonomousCar	PT	07b	ReachabilityFireability	3	TRUE	6.99	AG	FAUX	COMPLEX	38
AutonomousCar	PT	07b	ReachabilityFireability	4	TRUE	6.49	EF	VRAI	COMPLEX	3
AutonomousCar	PT	07b	ReachabilityFireability	5	TRUE	6.49	EF	VRAI	COMPLEX	2
AutonomousCar	PT	07b	ReachabilityFireability	6	TRUE	6.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityFireability	7	TRUE	6.49	EF	VRAI	COMPLEX	5
AutonomousCar	PT	07b	ReachabilityFireability	8	FALSE	6.99	AG	VRAI	COMPLEX	54
AutonomousCar	PT	07b	ReachabilityFireability	9	FALSE	6.99	EF	FAUX	COMPLEX	64
AutonomousCar	PT	07b	ReachabilityFireability	10	TRUE	5.99	AG	FAUX	COMPLEX	5
AutonomousCar	PT	07b	ReachabilityFireability	11	TRUE	6.49	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityFireability	12	TRUE	5.49	EF	VRAI	COMPLEX	1
AutonomousCar	PT	07b	ReachabilityFireability	13	TRUE	5.49	EF	VRAI	COMPLEX	78
AutonomousCar	PT	07b	ReachabilityFireability	14	FALSE	6.74	AG	VRAI	COMPLEX	53
AutonomousCar	PT	07b	ReachabilityFireability	15	TRUE	6.49	EF	VRAI	COMPLEX	36
AutonomousCar	PT	08a	ReachabilityCardinality	0	FALSE	9.99	AG	VRAI	COMPLEX	38
AutonomousCar	PT	08a	ReachabilityCardinality	1	FALSE	8.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityCardinality	2	FALSE	9.99	EF	FAUX	COMPLEX	60
AutonomousCar	PT	08a	ReachabilityCardinality	3	TRUE	8.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	08a	ReachabilityCardinality	4	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityCardinality	5	TRUE	9.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityCardinality	6	TRUE	8.99	EF	VRAI	COMPLEX	25
AutonomousCar	PT	08a	ReachabilityCardinality	7	FALSE	9.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityCardinality	8	FALSE	9.99	EF	FAUX	COMPLEX	4
AutonomousCar	PT	08a	ReachabilityCardinality	9	TRUE	9.99	AG	FAUX	COMPLEX	61
AutonomousCar	PT	08a	ReachabilityCardinality	10	FALSE	8.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	08a	ReachabilityCardinality	11	FALSE	9.99	EF	FAUX	COMPLEX	71
AutonomousCar	PT	08a	ReachabilityCardinality	12	FALSE	9.99	EF	FAUX	COMPLEX	4
AutonomousCar	PT	08a	ReachabilityCardinality	13	TRUE	9.99	AG	FAUX	COMPLEX	65
AutonomousCar	PT	08a	ReachabilityCardinality	14	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityCardinality	15	FALSE	8.99	AG	VRAI	COMPLEX	31
AutonomousCar	PT	08a	ReachabilityFireability	0	FALSE	9.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityFireability	1	FALSE	8.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	08a	ReachabilityFireability	2	TRUE	8.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityFireability	3	TRUE	9.99	EF	VRAI	COMPLEX	33
AutonomousCar	PT	08a	ReachabilityFireability	4	FALSE	9.99	AG	VRAI	COMPLEX	45
AutonomousCar	PT	08a	ReachabilityFireability	5	TRUE	8.99	EF	VRAI	COMPLEX	31
AutonomousCar	PT	08a	ReachabilityFireability	6	TRUE	9.99	AG	FAUX	COMPLEX	35
AutonomousCar	PT	08a	ReachabilityFireability	7	TRUE	9.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	08a	ReachabilityFireability	8	FALSE	8.99	EF	FAUX	COMPLEX	57
AutonomousCar	PT	08a	ReachabilityFireability	9	TRUE	8.99	EF	VRAI	COMPLEX	47
AutonomousCar	PT	08a	ReachabilityFireability	10	FALSE	8.99	AG	VRAI	COMPLEX	35
AutonomousCar	PT	08a	ReachabilityFireability	11	FALSE	8.99	AG	VRAI	COMPLEX	59
AutonomousCar	PT	08a	ReachabilityFireability	12	FALSE	9.99	AG	VRAI	COMPLEX	12
AutonomousCar	PT	08a	ReachabilityFireability	13	TRUE	9.99	EF	VRAI	COMPLEX	3
AutonomousCar	PT	08a	ReachabilityFireability	14	TRUE	9.99	EF	VRAI	COMPLEX	116
AutonomousCar	PT	08a	ReachabilityFireability	15	TRUE	9.99	EF	VRAI	COMPLEX	22
AutonomousCar	PT	08b	ReachabilityCardinality	0	TRUE	6.99	EF	VRAI	COMPLEX	77
AutonomousCar	PT	08b	ReachabilityCardinality	1	FALSE	6.99	AG	VRAI	COMPLEX	61
AutonomousCar	PT	08b	ReachabilityCardinality	2	TRUE	6.99	EF	VRAI	COMPLEX	19
AutonomousCar	PT	08b	ReachabilityCardinality	3	FALSE	6.99	AG	VRAI	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	4	FALSE	6.99	EF	FAUX	COMPLEX	25
AutonomousCar	PT	08b	ReachabilityCardinality	5	FALSE	6.99	EF	FAUX	COMPLEX	55
AutonomousCar	PT	08b	ReachabilityCardinality	6	TRUE	6.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	7	FALSE	6.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	8	TRUE	6.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	9	FALSE	6.99	AG	VRAI	COMPLEX	22
AutonomousCar	PT	08b	ReachabilityCardinality	10	TRUE	5.99	AG	FAUX	COMPLEX	4
AutonomousCar	PT	08b	ReachabilityCardinality	11	TRUE	5.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	12	FALSE	6.99	AG	VRAI	COMPLEX	4
AutonomousCar	PT	08b	ReachabilityCardinality	13	FALSE	6.99	AG	VRAI	COMPLEX	53
AutonomousCar	PT	08b	ReachabilityCardinality	14	FALSE	6.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	08b	ReachabilityCardinality	15	TRUE	6.99	AG	FAUX	COMPLEX	121
AutonomousCar	PT	08b	ReachabilityFireability	0	TRUE	6.99	EF	VRAI	COMPLEX	17
AutonomousCar	PT	08b	ReachabilityFireability	1	TRUE	6.74	EF	VRAI	COMPLEX	18
AutonomousCar	PT	08b	ReachabilityFireability	2	TRUE	2.49	AG	FAUX	COMPLEX	51
AutonomousCar	PT	08b	ReachabilityFireability	3	TRUE	6.99	EF	VRAI	COMPLEX	23
AutonomousCar	PT	08b	ReachabilityFireability	4	TRUE	6.99	EF	VRAI	COMPLEX	67
AutonomousCar	PT	08b	ReachabilityFireability	5	TRUE	6.74	EF	VRAI	COMPLEX	82
AutonomousCar	PT	08b	ReachabilityFireability	6	TRUE	6.99	EF	VRAI	COMPLEX	23
AutonomousCar	PT	08b	ReachabilityFireability	7	FALSE	6.99	AG	VRAI	COMPLEX	62
AutonomousCar	PT	08b	ReachabilityFireability	8	FALSE	6.99	AG	VRAI	COMPLEX	19
AutonomousCar	PT	08b	ReachabilityFireability	9	TRUE	6.99	EF	VRAI	COMPLEX	69
AutonomousCar	PT	08b	ReachabilityFireability	10	FALSE	6.99	AG	VRAI	COMPLEX	22
AutonomousCar	PT	08b	ReachabilityFireability	11	FALSE	6.99	AG	VRAI	COMPLEX	102
AutonomousCar	PT	08b	ReachabilityFireability	12	TRUE	6.74	EF	VRAI	COMPLEX	76
AutonomousCar	PT	08b	ReachabilityFireability	13	TRUE	6.99	EF	VRAI	COMPLEX	58
AutonomousCar	PT	08b	ReachabilityFireability	14	TRUE	6.99	EF	VRAI	COMPLEX	31
AutonomousCar	PT	08b	ReachabilityFireability	15	TRUE	5.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityCardinality	0	FALSE	7.99	AG	VRAI	COMPLEX	30
AutonomousCar	PT	09a	ReachabilityCardinality	1	TRUE	7.99	EF	VRAI	COMPLEX	47
AutonomousCar	PT	09a	ReachabilityCardinality	2	TRUE	8.99	AG	FAUX	COMPLEX	30
AutonomousCar	PT	09a	ReachabilityCardinality	3	FALSE	8.99	EF	FAUX	COMPLEX	21
AutonomousCar	PT	09a	ReachabilityCardinality	4	TRUE	8.99	AG	FAUX	COMPLEX	81
AutonomousCar	PT	09a	ReachabilityCardinality	5	FALSE	7.49	AG	VRAI	COMPLEX	94
AutonomousCar	PT	09a	ReachabilityCardinality	6	TRUE	8.99	AG	FAUX	COMPLEX	105
AutonomousCar	PT	09a	ReachabilityCardinality	7	FALSE	6.49	AG	VRAI	COMPLEX	130
AutonomousCar	PT	09a	ReachabilityCardinality	8	FALSE	8.99	EF	FAUX	COMPLEX	47
AutonomousCar	PT	09a	ReachabilityCardinality	9	FALSE	7.99	AG	VRAI	COMPLEX	24
AutonomousCar	PT	09a	ReachabilityCardinality	10	TRUE	7.99	EF	VRAI	COMPLEX	37
AutonomousCar	PT	09a	ReachabilityCardinality	11	TRUE	7.99	EF	VRAI	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityCardinality	12	TRUE	7.99	EF	VRAI	COMPLEX	90
AutonomousCar	PT	09a	ReachabilityCardinality	13	TRUE	7.99	EF	VRAI	COMPLEX	3
AutonomousCar	PT	09a	ReachabilityCardinality	14	TRUE	8.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityCardinality	15	FALSE	8.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityFireability	0	FALSE	8.99	AG	VRAI	COMPLEX	35
AutonomousCar	PT	09a	ReachabilityFireability	1	FALSE	8.74	AG	VRAI	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityFireability	2	TRUE	8.74	EF	VRAI	COMPLEX	76
AutonomousCar	PT	09a	ReachabilityFireability	3	TRUE	8.99	EF	VRAI	COMPLEX	33
AutonomousCar	PT	09a	ReachabilityFireability	4	TRUE	9.99	EF	VRAI	COMPLEX	72
AutonomousCar	PT	09a	ReachabilityFireability	5	FALSE	8.99	AG	VRAI	COMPLEX	2
AutonomousCar	PT	09a	ReachabilityFireability	6	FALSE	8.99	AG	VRAI	COMPLEX	40
AutonomousCar	PT	09a	ReachabilityFireability	7	TRUE	8.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	09a	ReachabilityFireability	8	TRUE	9.99	EF	VRAI	COMPLEX	37
AutonomousCar	PT	09a	ReachabilityFireability	9	TRUE	8.99	EF	VRAI	COMPLEX	111
AutonomousCar	PT	09a	ReachabilityFireability	10	TRUE	8.99	EF	VRAI	COMPLEX	93
AutonomousCar	PT	09a	ReachabilityFireability	11	TRUE	8.99	EF	VRAI	COMPLEX	57
AutonomousCar	PT	09a	ReachabilityFireability	12	TRUE	8.99	AG	FAUX	COMPLEX	1
AutonomousCar	PT	09a	ReachabilityFireability	13	TRUE	9.99	EF	VRAI	COMPLEX	2
AutonomousCar	PT	09a	ReachabilityFireability	14	TRUE	9.99	AG	FAUX	COMPLEX	2
AutonomousCar	PT	09a	ReachabilityFireability	15	FALSE	9.99	EF	FAUX	COMPLEX	1
AutonomousCar	PT	09b	ReachabilityCardinality	0	FALSE	6	AG	VRAI	COMPLEX	54
AutonomousCar	PT	09b	ReachabilityCardinality	1	TRUE	6	EF	VRAI	COMPLEX	2
AutonomousCar	PT	09b	ReachabilityCardinality	2	FALSE	6.99	EF	FAUX	COMPLEX	59
