Model	Type	Instance	Competition	Id	Verdict
DrinkVendingMachine	COL	98	ReachabilityFireability	13	TRUE
DrinkVendingMachine	COL	98	ReachabilityFireability	14	FALSE
DrinkVendingMachine	COL	98	ReachabilityFireability	15	TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	01			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	03			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	04			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	07			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	08			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	09			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	10			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	00			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	01			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	03			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	04			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	05			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	07			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	08			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	11			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	14			FALSE
FamilyReunion	COL	L00010M0001C001P001G001	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	01			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	03			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	04			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	07			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	08			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	09			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	10			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	11			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityCardinality	15			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	00			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	01			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	03			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	04			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	05			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	07			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	08			FALSE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	11			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	14			TRUE
FamilyReunion	COL	L00020M0002C001P001G001	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	00			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	01			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	02			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	03			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	04			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	06			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	07			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	08			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	09			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	10			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	00			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	03			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	04			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	05			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	06			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	07			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	08			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	11			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	12			FALSE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	14			TRUE
FamilyReunion	COL	L00050M0005C002P002G001	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	00			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	01			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	03			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	04			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	07			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	08			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	09			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	10			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	12			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	13			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	00			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	03			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	04			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	05			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	07			FALSE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	08			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	11			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	14			TRUE
FamilyReunion	COL	L00100M0010C005P005G002	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	01			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	02			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	03			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	04			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	05			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	07			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	08			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	09			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	12			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	00			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	03			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	05			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	07			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	08			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	10			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	11			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	13			FALSE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	14			TRUE
FamilyReunion	COL	L00200M0020C010P010G005	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	03			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	04			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	08			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	09			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	10			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	13			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	00			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	02			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	03			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	04			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	05			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	08			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	09			FALSE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	14			TRUE
FamilyReunion	COL	L00400M0040C020P020G001	ReachabilityFireability	15			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	01			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	03			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	05			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	07			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	11			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	13			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityCardinality	14			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	00			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	03			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	06			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	07			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	09			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	11			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	12			TRUE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	13			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	14			FALSE
FamilyReunion	COL	L00800M0080C040P040G020	ReachabilityFireability	15			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	00			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	09			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	10			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	00			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	01			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	02			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	03			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	05			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	07			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	08			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	10			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	11			TRUE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	12			FALSE
FamilyReunion	COL	L01200M0120C060P060G030	ReachabilityFireability	13			TRUE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	02			TRUE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	03			TRUE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	05			FALSE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	06			FALSE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	10			FALSE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L03000M0300G150P150G075	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	01			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	02			FALSE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	04			FALSE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	06			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	08			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	09			FALSE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	12			FALSE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityCardinality	14			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityFireability	08			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityFireability	09			TRUE
FamilyReunion	COL	L05000M0500C250P250G125	ReachabilityFireability	13			FALSE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	01			FALSE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	02			FALSE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	05			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	07			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	08			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	11			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	13			TRUE
FamilyReunion	COL	L08000M0800C400P400G200	ReachabilityCardinality	14			FALSE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	00			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	04			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	07			FALSE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	09			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	10			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	14			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityCardinality	15			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityFireability	06			TRUE
FamilyReunion	COL	L12000M1200C600P600G300	ReachabilityFireability	11			TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	00	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	01	FALSE
GlobalResAllocation	COL	03	ReachabilityCardinality	02	FALSE
GlobalResAllocation	COL	03	ReachabilityCardinality	03	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	04	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	05	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	06	FALSE
GlobalResAllocation	COL	03	ReachabilityCardinality	07	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	08	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	09	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	10	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	11	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	12	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	13	FALSE
GlobalResAllocation	COL	03	ReachabilityCardinality	14	TRUE
GlobalResAllocation	COL	03	ReachabilityCardinality	15	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	00	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	01	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	02	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	03	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	04	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	05	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	06	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	07	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	08	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	09	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	10	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	11	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	12	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	13	TRUE
GlobalResAllocation	COL	03	ReachabilityFireability	14	FALSE
GlobalResAllocation	COL	03	ReachabilityFireability	15	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	00	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	01	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	02	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	03	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	04	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	05	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	06	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	07	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	08	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	09	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	10	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	11	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	12	FALSE
GlobalResAllocation	COL	05	ReachabilityCardinality	13	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	14	TRUE
GlobalResAllocation	COL	05	ReachabilityCardinality	15	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	00	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	01	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	02	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	03	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	04	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	05	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	06	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	07	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	08	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	09	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	10	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	11	FALSE
GlobalResAllocation	COL	05	ReachabilityFireability	12	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	13	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	14	TRUE
GlobalResAllocation	COL	05	ReachabilityFireability	15	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	00	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	01	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	02	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	03	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	04	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	05	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	06	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	07	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	08	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	09	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	10	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	11	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	12	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	13	FALSE
GlobalResAllocation	COL	06	ReachabilityCardinality	14	TRUE
GlobalResAllocation	COL	06	ReachabilityCardinality	15	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	00	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	01	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	02	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	03	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	04	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	05	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	06	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	07	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	08	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	09	TRUE
GlobalResAllocation	COL	06	ReachabilityFireability	10	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	11	FALSE
GlobalResAllocation	COL	06	ReachabilityFireability	12	FALSE
